id,text,class
255,"But unsurprising. From Brexit to Trumpism to vaccines, the less-educated and less-informed pay the price - in poore… ",Education
256,Replacing a student exchange programme with a one-way scheme for British students will mean fewer anglophile Europeans in positions of influence in 20-30 years time. ,Education
257,  And one of the lowest education standards. Weird that. It’s almost like any decent education is for the elite.,Education
258,"What's this ""young military man's"" name?   How did he get access to the President of the United States?   What's his service. What's his education? What's his military specialty? Who is this guy that the President is talking about as some sort of authority.  1/",Education
259,Replacing a student exchange programme with a one-way scheme for British students will mean fewer anglophile Europeans in positions of influence in 20-30 years time. ,Education
260,"Check out the AACE Lab, the Cooper Union’s sleek new makerspace #architecture #education   J… ",Education
261,"Education is a human right, not a privilege.  As the Convention against Discrimination in Education turns 60 this year, learn more about 's work to ensure everyone's #RightToEducation.  #StandUp4HumanRights ",Education
262,  I second that. You absolutely need to be at forefront of policy making focusing on education.,Education
263,"New from me and : The “anti-racist education” being embraced in schools is concerned with neither imparting knowledge nor ameliorating prejudice. A long look at DiAngelo, Kendi, and the mangled doctrine of “anti-racism.”  ",Education
264,Does anyone have any education on prisons?,Education
265,Today’s Cabinet decision on post-matric scholarship will ensure greater educational access to youngsters belonging to SC communities. Ensuring top quality and affordable education to our youth is an important focus area for our Government. ,Education
266,"""Our kids need arts education now more than ever. Here's what is lost without it,"" write Frank Gehry and Malissa Feruzzi Shriver ",Education
267, Outbreaks in education rose in the last weeks leading up to Christmas as did child hospitalisations.… ,Education
268,"People like Yell Ms Irani are this bearded person's ""streanh""",Education
269,"""Our kids need arts education now more than ever. Here's what is lost without it,"" write Frank Gehry and Malissa Feruzzi Shriver ",Education
270,DeKalb County School District Board of Education: Request DeKalb Schools Superintendent/Board to stay virtual until… ,Education
271,Why the fuck isn't the Press asking these questions?   Why isn't Congress?   This is Trump claiming the US Military is involved in US and Foreign elections. WHY THE FUCK ISN'T SOMEBODY ASKING THE QUESTIONS? ,Education
272,She’s an embarrassment to Women! Keep her away from children! Disgusting how the music industry thinks there’re Relevant!,Education
273,Jhankaar'Education Point: Class 7 Science NCERT Chapter 17 SOLUTION ,Education
274,It’s official: Erasmus membership sacrificed in the UK government’s Brexit deal ,Education
275,REVEALED: The coronavirus stimulus bill passed by Congress Monday blocks governors from using emergency education funds for school choice programs. ,Education
276,She’s an embarrassment to Women! Keep her away from children! Disgusting how the music industry thinks there’re Relevant!,Education
277,"Senzo Meyiwa's tombstone has been vandalized just 2 months after it was unveiled in Clermont, Durban.  NOTICE: Dept of Education 2021 Internship Applications. Closing Date: Friday 29th of January 2021. Link:  ___ ",Education
278, education &gt; or artificial intelligence  based on crammed knowledge  education is Boon not a Bane,Education
279,"Started with sizzling pekpek education and ended with sizzling choosing situation 🤔🤔 Team alex talaga ako eh,, #confused #PearlNextDoorEp6",Education
280,"Men in the comments going “if it was a female child yen yen yen” Please don’t forget that if it was a female child, women would have volunteered themselves to help and even donate and fund the cause. Stay there....If it’s patriarchy fc now, you would have bought website",Education
281,"Hey bro: STOP STARING! We *know* we look more “masculine” than u 🤣  Not nakedsocialisthistory (who needs history on #christmas?), but naked #queer education: today, we () talk about the “straight man’s double take” (hat tip ’s #lovecraftcountry). ",Education
282,"we've hammed the global economy, global mental health, education, access to other health care, vaccination, and even food security in poor nations to close off vectors that were never any real threat.  this has been the single greatest health policy blunder in human history.",Education
283,"SEX EDUCATION, SPECIFICALLY FOR WOMEN IS A MUCH NEEDED BUT NOT TALKED ENOUGH TOPIC. HONESTLY NOBODY IS DOING IT LIKE IDEAFIRST #PearlNextDoorEp6",Education
284, What a surprise!! Pl sign and retweet the  parliamentary petition for UK to join the new Erasmus… ,Education
285,This woman cried out about her 10 year old son being maltreated and sexually molested at Deeper Life High School only for the Uyo State commissioner for education to invite her and further humiliate her and the child .She was bullied and asked to delete her live video on Facebook ,Education
286,"A  cadet told his Black classmate Rafael Jenkins “I'm going to lynch you … and use your dead corpse as a punching bag.” Then VMI tried to expel Rafael, falsely accusing him of cheating w/ NO evidence!  ",Education
287,Please how do we arrange and fund legal services for this Mother? I genuinely want to fight now.,Education
288,"If we look back at 40 years of history, it will be clear to us that the Nigerian state was bound to fail.  When the Oil Bust hit us in 1982, the first people who weren't paid their salaries were teachers, so the long, slow decline our education system was bound to happen.",Education
289, Jonathan has a PhD. Former Enugu governor Chimaroke Nnamani is a surgeon. Delta Governor Okowa is a… ,Education
290,"What's this ""young military man's"" name?   How did he get access to the President of the United States?   What's his service. What's his education? What's his military specialty? Who is this guy that the President is talking about as some sort of authority.  1/",Education
291," 😱 OH TABBI! Where are your priorities, child!!! I blame the parents... 😜 lots of Boxing Day love (… ",Education
292," My orders were due to be ready from 10 today, it’s 2pm now. Any chance I can get a timeframe, as my e… ",Education
293,"A vision turned to reality! Amma Odi, Nadu Nedu-Manabadi formed the base to provide quality education to children with no financial burden on parents. With improved access and quality, a high number of students join govt. schools leaving private schools #YSJaganCares 👏👏👏 ",Education
294,Jhankaar'Education Point: Class 7 Science NCERT CHAPTER 11  ,Education
295,Bonjour Europe: Britons are turning to learning languages like never before ,Education
296,Pregnancy.  Leaving the abuser.  Holidays/birthdays.  Entering new relationships.  Achieving higher education.  Ach… ,Education
297,"Retired 64 year old Odisha banker cracks NEET, becomes first-year MBBS student ",Education
298,"The Student Loan debt ""crisis"" is overblown.  Leftist whiners who could've chosen other avenues like military service and state schools to lessen the financial burden of education are trying to swindle taxpayers.  Don't let them:  ",Education
299,"I’ve felt this for years. The reason there’s a student loan crisis is because those on the higher classes don’t want education to give access to their spaces, especially Black folks.",Education
300," Jesus fucking christ, you are wayyyyyyy out in those woods. 🤣😂🤣😂🤣 This is comedy GOLD.  I would ask where y… ",Education
